label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
rock,0.5848451256752014,0.6777001619338989,-4.484564044560102e-07,0.4894125163555145,0.6147692203521729,-0.020937444642186165,0.42929571866989136,0.49711906909942627,-0.03829197958111763,0.42081600427627563,0.39899104833602905,-0.05689123272895813,0.442406564950943,0.31937485933303833,-0.07047545164823532,0.4844836890697479,0.3747101426124573,-0.025115614756941795,0.4730399250984192,0.24653279781341553,-0.06160106882452965,0.47234922647476196,0.2675107419490814,-0.07966909557580948,0.4768271744251251,0.303818017244339,-0.08644009381532669,0.5566175580024719,0.3698262572288513,-0.03556348755955696,0.5497316122055054,0.23557990789413452,-0.07007923722267151,0.5442803502082825,0.27044737339019775,-0.07878145575523376,0.5478881001472473,0.3031364679336548,-0.07723469287157059,0.6294925212860107,0.3867860734462738,-0.050131842494010925,0.63185715675354,0.2505339980125427,-0.08215263485908508,0.6196758151054382,0.29067182540893555,-0.06793167442083359,0.6170626282691956,0.3234362006187439,-0.05060061067342758,0.7001271843910217,0.4232611656188965,-0.06661028414964676,0.7020462155342102,0.3120044767856598,-0.08293608576059341,0.6856151819229126,0.34012603759765625,-0.06268780678510666,0.6790381669998169,0.37575212121009827,-0.04242976754903793
rock,0.5881876349449158,0.6850914359092712,-4.885028488388343e-07,0.49299368262290955,0.6181455254554749,-0.01967160589993,0.43114978075027466,0.4965663552284241,-0.03170521557331085,0.42551782727241516,0.39622586965560913,-0.04658888280391693,0.449554443359375,0.320825457572937,-0.05538531765341759,0.48193490505218506,0.36737483739852905,-0.002974163740873337,0.4728713035583496,0.25632548332214355,-0.04132232069969177,0.4744296669960022,0.30626821517944336,-0.06296224892139435,0.47816070914268494,0.3428516089916229,-0.07183264195919037,0.5548957586288452,0.3600241243839264,-0.013599919155240059,0.5495507717132568,0.2440432906150818,-0.04993394389748573,0.5441579222679138,0.29970887303352356,-0.06000293046236038,0.5504204630851746,0.3299691677093506,-0.05740738287568092,0.6281269788742065,0.37562620639801025,-0.03066151961684227,0.6299581527709961,0.258806049823761,-0.06313623487949371,0.6166700720787048,0.30826541781425476,-0.048595357686281204,0.6173895001411438,0.3334011435508728,-0.030077915638685226,0.6990171670913696,0.41371026635169983,-0.05025820806622505,0.6995391249656677,0.3169490694999695,-0.06491323560476303,0.6813632249832153,0.34731295704841614,-0.044455237686634064,0.6782639026641846,0.37427663803100586,-0.023473240435123444
rock,0.5885998010635376,0.6855918765068054,-5.220477987677441e-07,0.4938899278640747,0.6197866797447205,-0.01795724593102932,0.4323926568031311,0.49919676780700684,-0.02973560243844986,0.42690449953079224,0.39875757694244385,-0.044232867658138275,0.4495186507701874,0.3247845768928528,-0.05239956080913544,0.4823983311653137,0.3703528940677643,-0.0066643510945141315,0.47540566325187683,0.24969588220119476,-0.04376827925443649,0.47303545475006104,0.306844025850296,-0.06310413032770157,0.47488099336624146,0.3539584279060364,-0.0700344517827034,0.5556532144546509,0.36333829164505005,-0.017546940594911575,0.5518016815185547,0.23904362320899963,-0.05354185774922371,0.5434986352920532,0.2993921935558319,-0.062108080834150314,0.5484240651130676,0.33899015188217163,-0.05806512013077736,0.6286450624465942,0.3784814178943634,-0.03409704938530922,0.6303271651268005,0.25492340326309204,-0.0643581822514534,0.6161644458770752,0.306805282831192,-0.04871480166912079,0.616766095161438,0.33926916122436523,-0.029620451852679253,0.698993980884552,0.4159999191761017,-0.05293823406100273,0.6989138126373291,0.3154568076133728,-0.06548687070608139,0.6802322864532471,0.3463466763496399,-0.04436191916465759,0.6774835586547852,0.3775629699230194,-0.023147830739617348
rock,0.5893175005912781,0.6881053447723389,-5.126685778122919e-07,0.4935470521450043,0.6206411123275757,-0.019013823941349983,0.4312506318092346,0.4991312623023987,-0.03162428364157677,0.4262133538722992,0.39657220244407654,-0.04720373824238777,0.4506203830242157,0.32054322957992554,-0.05641750618815422,0.48049089312553406,0.3701283037662506,-0.00601023668423295,0.47336268424987793,0.2480335831642151,-0.04557163640856743,0.47319144010543823,0.304831326007843,-0.06708480417728424,0.4757083058357239,0.35155901312828064,-0.07515721023082733,0.5538972616195679,0.3623480200767517,-0.01688583754003048,0.5501954555511475,0.23730644583702087,-0.05339178815484047,0.5445449352264404,0.2965679466724396,-0.06280505657196045,0.5502216219902039,0.33331018686294556,-0.05980478227138519,0.6274265050888062,0.3774346113204956,-0.03393867611885071,0.6303083300590515,0.25397852063179016,-0.06563792377710342,0.6179695725440979,0.30920153856277466,-0.050234533846378326,0.6187453269958496,0.3424428105354309,-0.03135719895362854,0.6985182762145996,0.41470444202423096,-0.05343390256166458,0.6997421383857727,0.31359410285949707,-0.06724671274423599,0.6816247701644897,0.3477631211280823,-0.046307798475027084,0.6779804229736328,0.3805864751338959,-0.02523656189441681
rock,0.5900439023971558,0.6060397624969482,-6.909705803082034e-07,0.48498010635375977,0.5262858271598816,-0.032332129776477814,0.4161653220653534,0.3977397382259369,-0.04649756848812103,0.44272953271865845,0.28687745332717896,-0.06432199478149414,0.5008341670036316,0.23560887575149536,-0.07429713010787964,0.4721357226371765,0.2614598274230957,0.006358263548463583,0.4718800187110901,0.16470542550086975,-0.05108652636408806,0.4700188934803009,0.274746298789978,-0.08116912096738815,0.467509001493454,0.32557904720306396,-0.09254837036132812,0.5464823246002197,0.25697630643844604,-0.0009634687448851764,0.5471937656402588,0.15753504633903503,-0.05747635290026665,0.5375357866287231,0.29489797353744507,-0.06608572602272034,0.5343881845474243,0.3330238461494446,-0.05545135214924812,0.6199635863304138,0.272432804107666,-0.019906025379896164,0.6290838718414307,0.17483964562416077,-0.07642791420221329,0.6098096966743469,0.3072199821472168,-0.05438144877552986,0.6031184196472168,0.35317230224609375,-0.02132425643503666,0.6934173703193665,0.30700844526290894,-0.042590558528900146,0.7012388110160828,0.21844437718391418,-0.07018974423408508,0.6757510900497437,0.3062293231487274,-0.04556267708539963,0.6634833812713623,0.3525436818599701,-0.016698485240340233
rock,0.6144685745239258,0.5374619960784912,-7.299947242245253e-07,0.5079716444015503,0.4753064513206482,-0.032644473016262054,0.43264007568359375,0.37202131748199463,-0.053143665194511414,0.4512646496295929,0.26752111315727234,-0.07632090151309967,0.5000476241111755,0.2016727477312088,-0.0923844575881958,0.4804353415966034,0.21820533275604248,-0.007680987939238548,0.47902166843414307,0.12377040088176727,-0.06542595475912094,0.48303964734077454,0.22446209192276,-0.09655535966157913,0.48231804370880127,0.2812477946281433,-0.1089802235364914,0.5579690933227539,0.20855951309204102,-0.017269659787416458,0.5546937584877014,0.10519525408744812,-0.07153484970331192,0.5525895953178406,0.23238293826580048,-0.08089107275009155,0.5498901605606079,0.2786024212837219,-0.07289709895849228,0.6344778537750244,0.2196051925420761,-0.037088580429553986,0.6375885009765625,0.122822105884552,-0.09193586558103561,0.6263749003410339,0.24850010871887207,-0.07173814624547958,0.6187170743942261,0.2955700755119324,-0.04262080043554306,0.7106404900550842,0.25162115693092346,-0.060201019048690796,0.7129700183868408,0.16281473636627197,-0.08955353498458862,0.6921170353889465,0.2514727711677551,-0.06571725010871887,0.6776039004325867,0.29912516474723816,-0.03880057483911514
rock,0.6093425154685974,0.5260480046272278,-7.195318971753295e-07,0.5084457993507385,0.4689698815345764,-0.04310794919729233,0.4339759945869446,0.36938974261283875,-0.06864660233259201,0.4515291452407837,0.2704141438007355,-0.09526291489601135,0.5032988786697388,0.20563295483589172,-0.1139029711484909,0.47772157192230225,0.2100352793931961,-0.01661207154393196,0.47703832387924194,0.11997047066688538,-0.0829465389251709,0.48152536153793335,0.2223314344882965,-0.1176028847694397,0.4815312325954437,0.2756085693836212,-0.13110654056072235,0.5565551519393921,0.20151913166046143,-0.023944292217493057,0.5582095980644226,0.10166756808757782,-0.08994869887828827,0.5528346300125122,0.23290401697158813,-0.10153697431087494,0.548446774482727,0.27443721890449524,-0.09155470877885818,0.6336305141448975,0.21423155069351196,-0.04307509958744049,0.6423601508140564,0.12329685688018799,-0.10909704118967056,0.6265903115272522,0.25284188985824585,-0.0901457741856575,0.6157124638557434,0.29899168014526367,-0.05785132199525833,0.7107083797454834,0.24812906980514526,-0.0662175640463829,0.714189887046814,0.16457432508468628,-0.10249403119087219,0.6928519010543823,0.252428263425827,-0.08003374934196472,0.6776114106178284,0.2994055151939392,-0.05162776634097099
rock,0.6089170575141907,0.5225314497947693,-7.307934879463573e-07,0.5104919075965881,0.46606189012527466,-0.043773870915174484,0.4362031817436218,0.3675214946269989,-0.06888579577207565,0.4478083848953247,0.2673715353012085,-0.09482664614915848,0.4923456311225891,0.19716009497642517,-0.11231862008571625,0.4782276451587677,0.2070838212966919,-0.015728671103715897,0.47645390033721924,0.1175101101398468,-0.0821642130613327,0.4817643165588379,0.2200746238231659,-0.11637372523546219,0.4823927879333496,0.27376383543014526,-0.12918663024902344,0.5564950108528137,0.19979789853096008,-0.02232479862868786,0.558466911315918,0.10213765501976013,-0.08791546523571014,0.5535138845443726,0.23430894315242767,-0.09892519563436508,0.5495224595069885,0.2739230692386627,-0.0885552242398262,0.6333855986595154,0.21360157430171967,-0.040957752615213394,0.64280104637146,0.1240902692079544,-0.1069672554731369,0.6271571516990662,0.2540324926376343,-0.08713692426681519,0.6167665719985962,0.2990577518939972,-0.05426954850554466,0.7104295492172241,0.24858751893043518,-0.06366915255784988,0.7148759365081787,0.16593757271766663,-0.1000671535730362,0.6931099891662598,0.25376442074775696,-0.07739049196243286,0.6775349378585815,0.299822598695755,-0.048692211508750916
rock,0.6088897585868835,0.5229184627532959,-7.410807825181109e-07,0.510064423084259,0.4670170545578003,-0.04367927461862564,0.43559446930885315,0.3664464056491852,-0.06838259845972061,0.4486202001571655,0.2657383382320404,-0.09391534328460693,0.4953594505786896,0.19835896790027618,-0.11103253066539764,0.4785175621509552,0.20737779140472412,-0.016142787411808968,0.47623392939567566,0.116086944937706,-0.08203423023223877,0.4816991686820984,0.2201768457889557,-0.1155620813369751,0.4828123152256012,0.2745007872581482,-0.12798935174942017,0.5566814541816711,0.19988104701042175,-0.02240758389234543,0.5583850741386414,0.10201431810855865,-0.08731938153505325,0.5539513230323792,0.23602397739887238,-0.09750671684741974,0.5506259202957153,0.2756699323654175,-0.0866965726017952,0.6336272358894348,0.21376091241836548,-0.04062945023179054,0.6429860591888428,0.1231449693441391,-0.10619854927062988,0.627753734588623,0.254816472530365,-0.08584065735340118,0.6180742979049683,0.30083590745925903,-0.052713047713041306,0.7108209133148193,0.24873410165309906,-0.06290312856435776,0.7154580354690552,0.16542965173721313,-0.0991390123963356,0.6936860084533691,0.25401780009269714,-0.0764009952545166,0.6785644292831421,0.3007943034172058,-0.0477098748087883
rock,0.6172975897789001,0.48810240626335144,-8.178487291843339e-07,0.5136464238166809,0.4362712800502777,-0.03437160328030586,0.4452783465385437,0.31134530901908875,-0.048587240278720856,0.476046085357666,0.20169520378112793,-0.0657954066991806,0.5294784307479858,0.1501436084508896,-0.0741739496588707,0.49583324790000916,0.16854919493198395,-2.6755309590953402e-05,0.48793119192123413,0.06922806799411774,-0.06219339370727539,0.4982019066810608,0.18038447201251984,-0.09241919219493866,0.5021618008613586,0.229869082570076,-0.10225579887628555,0.568379282951355,0.159539133310318,-0.008197149261832237,0.5649588704109192,0.05856218934059143,-0.06750966608524323,0.5640643835067749,0.19447332620620728,-0.07504867762327194,0.5607051849365234,0.22320184111595154,-0.06312188506126404,0.6413288116455078,0.1712213009595871,-0.028526026755571365,0.6468754410743713,0.07013261318206787,-0.08851520717144012,0.6354238390922546,0.20133697986602783,-0.06688924133777618,0.6279156804084778,0.23811028897762299,-0.03424936160445213,0.7167104482650757,0.20030468702316284,-0.05284418910741806,0.7182853817939758,0.11175456643104553,-0.08546735346317291,0.699737012386322,0.1999872922897339,-0.06325311958789825,0.6890318393707275,0.24201717972755432,-0.03571946546435356
